page,occ_title,occ_text
https://www.abs.gov.au/ausstats/abs@.nsf/Latestproducts/8407339E99630405CA2584A8000E78B5?opendocument,"SUB-MAJOR GROUP 83 FACTORY PROCESS WORKERS
","
FACTORY PROCESS WORKERS perform routine tasks in processing, manufacturing and packaging food, beverages and other products.
Indicative Skill Level:
Most occupations in this sub-major group have a level of skill commensurate with the qualifications and experience outlined below.
In Australia:
AQF Certificate II or III, or at least one year of relevant experience (ANZSCO Skill Level 4); or 

AQF Certificate I, or compulsory secondary education (ANZSCO Skill Level 5)

In New Zealand:
NZQF Level 2 or 3 qualification, or at least one year of relevant experience (ANZSCO Skill Level 4); or
NZQF Level 1 qualification, or compulsory secondary education (ANZSCO Skill Level 5)

In some instances relevant experience and/or on-the-job training may be required in addition to the formal qualification. In the case of some Skill Level 5 occupations, a short period of on-the-job training may be required in addition to or instead of the formal qualification, or no formal qualification or on-the-job training may be required.
Tasks Include:

sourcing, weighing and mixing raw materials, and loading into machines 
wrapping products, and filling, labelling and sealing containers by hand and machine 
storing and stacking finished products, and cleaning machines and work areas 
inspecting and grading products 
assembling components and subassemblies for further processing and to make finished products
"
https://www.abs.gov.au/ausstats/abs@.nsf/Latestproducts/3199DCAD9876B711CA2584A8000E79B4?opendocument,"MINOR GROUP 831 FOOD PROCESS WORKERS
","
FOOD PROCESS WORKERS perform routine tasks in processing and manufacturing food and beverages.
Indicative Skill Level:
Most occupations in this minor group have a level of skill commensurate with the qualifications and experience outlined below.
In Australia:
AQF Certificate II or III, or at least one year of relevant experience (ANZSCO Skill Level 4); or 

AQF Certificate I, or compulsory secondary education (ANZSCO Skill Level 5)

In New Zealand:
NZQF Level 2 or 3 qualification, or at least one year of relevant experience (ANZSCO Skill Level 4); or 

NZQF Level 1 qualification, or compulsory secondary education (ANZSCO Skill Level 5)

In some instances relevant experience and/or on-the-job training may be required in addition to the formal qualification. In the case of some Skill Level 5 occupations, a short period of on-the-job training may be required in addition to or instead of the formal qualification, or no formal qualification or on-the-job training may be required.
Tasks Include:

measuring, weighing and mixing ingredients and loading into food and beverage machines 
operating machines to process and produce food and beverage products 
cutting, trimming and dressing meat, poultry and seafood 
checking product quality before packaging 
packing finished product 
cleaning machines, storage tanks and floors, and maintaining infestation control programs
"
https://www.abs.gov.au/ausstats/abs@.nsf/Latestproducts/0A8712DFD4C31217CA2584A8000E7A39?opendocument,"UNIT GROUP 8311 FOOD AND DRINK FACTORY WORKERS
","
FOOD AND DRINK FACTORY WORKERS perform routine tasks in manufacturing food and beverages.
Indicative Skill Level:
Most occupations in this unit group have a level of skill commensurate with the qualifications outlined below.
In Australia:
AQF Certificate I, or compulsory secondary education (ANZSCO Skill Level 5)

In New Zealand:
NZQF Level 2 or 3 qualification (ANZSCO Skill Level 4)

For some occupations a short period of on-the-job training may be required in addition to or instead of the formal qualification. In some instances no formal qualification or on-the-job training may be required.

The occupations Dairy Products Maker and Fruit and Vegetable Factory Worker in this unit group have a level of skill commensurate with the qualifications outlined below.

In Australia:
AQF Certificate I, or compulsory secondary education (ANZSCO Skill Level 5)

In New Zealand:
NZQF Level 1 qualification, or compulsory secondary education (ANZSCO Skill Level 5)

For some occupations a short period of on-the-job training may be required in addition to or instead of the formal qualification. In some instances no formal qualification or on-the-job training may be required.
Tasks Include:

weighing, measuring, mixing, dissolving and boiling ingredients 
adding materials, such as spices and preservatives, to food and beverages 
operating heating, chilling, freezing, pasteurising, carbonating, sulphuring and desulphuring plant 
monitoring product quality before packaging by inspecting, taking samples and adjusting treatment conditions when necessary 
operating machines to peel, core, slice, dice, pit and juice fruit and vegetables 
cleaning equipment, pumps, hoses, storage tanks, vessels and floors, and maintaining infestation control programs 
regulating speed of conveyors and crusher rollers, and adjusting tension of rollers to ensure total extraction of juice from sugar cane 
moving products from production lines into storage and shipping areas 
packaging and bottling products

Occupations:
831111 Baking Factory Worker 
831112 Brewery Worker 
831113 Confectionery Maker 
831114 Dairy Products Maker 
831115 Fruit and Vegetable Factory Worker 
831116 Grain Mill Worker 
831117 Sugar Mill Worker 
831118 Winery Cellar Hand 
831199 Food and Drink Factory Workers nec
"
https://www.abs.gov.au/ausstats/abs@.nsf/Latestproducts/4B6494561B24C803CA2584A8000E79EC?opendocument,"UNIT GROUP 8312 MEAT BONERS AND SLICERS, AND SLAUGHTERERS
","
MEAT BONERS AND SLICERS, AND SLAUGHTERERS trim and cut meat from bones, sides and carcasses, and slaughter livestock in abattoirs.
Indicative Skill Level:
Most occupations in this unit group have a level of skill commensurate with the qualifications and experience outlined below.
In Australia:
AQF Certificate II or III (ANZSCO Skill Level 4)

In New Zealand:
NZQF Level 2 or 3 qualification (ANZSCO Skill Level 4)

At least one year of relevant experience may substitute for the formal qualifications listed above. In some instances relevant experience and/or on-the-job training may be required in addition to the formal qualification.
Tasks Include:

operating switching controls to direct and drop carcasses and meat cuts from supply rails to boning tables 
cutting meat to separate meat, fat and tissue from around bones 
washing, scraping and trimming foreign material and blood from meat 
cutting sides and quarters of meat into standard meat cuts, such as rumps, flanks and shoulders, and removing internal fat, blood clots, bruises and other matter to prepare them for packing and marketing 
operating restrainer and stunning equipment 
severing jugular veins of stunned animals to drain blood and facilitate dressing 
trimming and removing head meat and severing animal heads 
slitting open, eviscerating and trimming animal carcasses 
may slaughter livestock according to procedures required by religious customs

Occupations:
831211 Meat Boner and Slicer 
831212 Slaughterer
"
https://www.abs.gov.au/ausstats/abs@.nsf/Latestproducts/7676C4ECE4308226CA2584A8000E79FA?opendocument,"UNIT GROUP 8313 MEAT, POULTRY AND SEAFOOD PROCESS WORKERS
","
MEAT, POULTRY AND SEAFOOD PROCESS WORKERS slaughter and eviscerate poultry, and process, grade and package meat, poultry, fish and shellfish.
Indicative Skill Level:
Most occupations in this unit group have a level of skill commensurate with the qualifications outlined below.
In Australia:
AQF Certificate I, or compulsory secondary education (ANZSCO Skill Level 5)

In New Zealand:
NZQF Level 1 qualification, or compulsory secondary education (ANZSCO Skill Level 5)

For some occupations a short period of on-the-job training may be required in addition to or instead of the formal qualification. In some instances no formal qualification or on-the-job training may be required.
Tasks Include:

processing offal and tripe 
moving carcasses to chillers and freezers 
loading meat products into trucks 
packing boned and sliced meat into cartons 
stunning and shackling poultry for killing and processing 
severing jugular veins of poultry, and removing viscera and residual material from poultry carcasses 
separating organs and glands, such as sweetbreads, livers, hearts and spleens, from poultry carcasses 
inspecting and grading poultry, fish and shellfish for size and quality 
packing fish and counting packs before freezing, and packing frozen fish blocks into cartons 
operating machines which slice, peel, skin and crumb fish 
cleaning and sanitising equipment and work areas

Occupations:
831311 Meat Process Worker 
831312 Poultry Process Worker 
831313 Seafood Process Worker
"
https://www.abs.gov.au/ausstats/abs@.nsf/Latestproducts/4795E98A59C8D5F4CA2584A8000E78C3?opendocument,"MINOR GROUP 832 PACKERS AND PRODUCT ASSEMBLERS
","
PACKERS AND PRODUCT ASSEMBLERS wrap and place items into containers and seal containers in preparation for despatch to customers, and assemble components and subassemblies of products.
Indicative Skill Level:
Most occupations in this minor group have a level of skill commensurate with the qualifications outlined below.
In Australia:
AQF Certificate I, or compulsory secondary education (ANZSCO Skill Level 5)

In New Zealand:
NZQF Level 1 qualification, or compulsory secondary education (ANZSCO Skill Level 5)

For some occupations a short period of on-the-job training may be required in addition to or instead of the formal qualification. In some instances no formal qualification or on-the-job training may be required.
Tasks Include:

filling and packing products into containers 
labelling and wrapping finished products 
monitoring weight and quantity of products 
locating, positioning and securing components on workbenches 
assembling and securing components in sequence 
assembling parts, deburring and finishing items and fitting hardware
"
https://www.abs.gov.au/ausstats/abs@.nsf/Latestproducts/4BD41DD731306EBCCA2584A8000E78C4?opendocument,"UNIT GROUP 8321 PACKERS
","
PACKERS weigh, wrap, seal and label chocolate, fruit, vegetables, meat, seafood and other products.
Indicative Skill Level:
Most occupations in this unit group have a level of skill commensurate with the qualifications outlined below.
In Australia:
AQF Certificate I, or compulsory secondary education (ANZSCO Skill Level 5)

In New Zealand:
NZQF Level 1 qualification, or compulsory secondary education (ANZSCO Skill Level 5)

For some occupations a short period of on-the-job training may be required in addition to or instead of the formal qualification. In some instances no formal qualification or on-the-job training may be required.
Tasks Include:

obtaining supplies of products and assembling bags, package folders and cartons 
packing containers and bags with products, and counting, weighing and measuring amounts and adjusting quantities 
wrapping protective material around products, sealing bags and containers, and attaching pre-printed labels 
counting and placing bags and packages onto trays and racks, and into shipping cartons 
recording information such as numbers, weight, times and dates 
monitoring the filling of containers and adjusting machines to maintain volume and seal quality 
monitoring the supply and quality of containers and contents of holding tanks 
checking the cleanliness and operation of machines, equipment and containers

Occupations:
832111 Chocolate Packer 
832112 Container Filler 
832113 Fruit and Vegetable Packer 
832114 Meat Packer 
832115 Seafood Packer 
832199 Packers nec
"
https://www.abs.gov.au/ausstats/abs@.nsf/Latestproducts/35E279404C4971E9CA2584A8000E79C1?opendocument,"UNIT GROUP 8322 PRODUCT ASSEMBLERS
","
PRODUCT ASSEMBLERS put together components and subassemblies that go into the production of metal products, electrical and electronic equipment, jewellery and precious metal articles, and joinery products.
Indicative Skill Level:
Most occupations in this unit group have a level of skill commensurate with the qualifications outlined below.
In Australia:
AQF Certificate I, or compulsory secondary education (ANZSCO Skill Level 5)

In New Zealand:
NZQF Level 1 qualification, or compulsory secondary education (ANZSCO Skill Level 5)

For some occupations a short period of on-the-job training may be required in addition to or instead of the formal qualification. In some instances no formal qualification or on-the-job training may be required.
Tasks Include:

locating, positioning and securing components on workbenches 
punching and drilling mounting holes in parts and assembled products 
assembling and securing components in sequence 
assembling parts by nailing, screwing, gluing and dowelling, riveting, crimping, soldering and spot welding components 
fitting hardware items, such as hinges, catches and knobs, to parts 
attaching and fastening jewellery and jewellery parts to fabricate bracelets, necklaces, brooches and earrings 
deburring and finishing items using files, grinding wheels and emery paper 
may manually wind light electrical field coils

Occupation:
832211 Product Assembler
"
https://www.abs.gov.au/ausstats/abs@.nsf/Latestproducts/FAA7407D2828165BCA2584A8000E78B6?opendocument,"MINOR GROUP 839 MISCELLANEOUS FACTORY PROCESS WORKERS
","
This minor group covers Factory Process Workers not elsewhere classified.
It includes Metal Engineering Process Workers, Plastics and Rubber Factory Workers, Product Quality Controllers, and Timber and Wood Process Workers.
Indicative Skill Level:
Most occupations in this minor group have a level of skill commensurate with the qualifications and experience outlined below.
In Australia:
AQF Certificate II or III, or at least one year of relevant experience (ANZSCO Skill Level 4); or 

AQF Certificate I, or compulsory secondary education (ANZSCO Skill Level 5)

In New Zealand:
NZQF Level 2 or 3 qualification, or at least one year of relevant experience (ANZSCO Skill Level 4); or 

NZQF Level 1 qualification, or compulsory secondary education (ANZSCO Skill Level 5)

In some instances relevant experience and/or on-the-job training may be required in addition to the formal qualification. In the case of some Skill Level 5 occupations, a short period of on-the-job training may be required in addition to or instead of the formal qualification, or no formal qualification or on-the-job training may be required."
https://www.abs.gov.au/ausstats/abs@.nsf/Latestproducts/2877C5A2EF836045CA2584A8000E78B7?opendocument,"UNIT GROUP 8391 METAL ENGINEERING PROCESS WORKERS
","
METAL ENGINEERING PROCESS WORKERS perform routine tasks in manufacturing metal products.
Indicative Skill Level:
Most occupations in this unit group have a level of skill commensurate with the qualifications outlined below.
In Australia:
AQF Certificate I, or compulsory secondary education (ANZSCO Skill Level 5)

In New Zealand:
NZQF Level 1 qualification, or compulsory secondary education (ANZSCO Skill Level 5)

For some occupations a short period of on-the-job training may be required in addition to or instead of the formal qualification. In some instances no formal qualification or on-the-job training may be required.
Tasks Include:

positioning and holding tools and metal products 
performing assembly and dismantling operations such as screwing and bolting 
operating materials-specific tools to perform tasks required for the production of the final product
soldering and spot welding components using electrical spot and butt welding machines 

Occupation:
839111 Metal Engineering Process Worker
"
https://www.abs.gov.au/ausstats/abs@.nsf/Latestproducts/8336E49EAB91DE7FCA2584A8000E79C4?opendocument,"UNIT GROUP 8392 PLASTICS AND RUBBER FACTORY WORKERS
","
PLASTICS AND RUBBER FACTORY WORKERS perform routine tasks in manufacturing plastic and rubber products.
Indicative Skill Level:
Most occupations in this unit group have a level of skill commensurate with the qualifications outlined below.
In Australia:
AQF Certificate I, or compulsory secondary education (ANZSCO Skill Level 5)

In New Zealand:
NZQF Level 2 or 3 qualification, or at least one year of relevant experience (ANZSCO Skill Level 4)

For some occupations a short period of on-the-job training may be required in addition to or instead of the formal qualification. 
Tasks Include:

dumping material into hoppers of machines 
stopping moulding machines and discharging contents 
cutting foam products from foam blocks 
cleaning, smoothing and waxing moulds for making products 
brushing and spraying release agents onto moulds to assist with the removal of moulded products 
building up layers of fibreglass and resin on moulds 
cleaning work areas, tools and equipment 
may smooth rough edges of moulds using files, grinders and sanders

Occupations:
839211 Plastics Factory Worker 
839212 Rubber Factory Worker
"
https://www.abs.gov.au/ausstats/abs@.nsf/Latestproducts/F61B9F3E31E5840DCA2584A8000E79CD?opendocument,"UNIT GROUP 8393 PRODUCT QUALITY CONTROLLERS
","
PRODUCT QUALITY CONTROLLERS examine manufactured products and primary produce to ensure conformity to specifications and standards of presentation and quality.
Indicative Skill Level:
Most occupations in this unit group have a level of skill commensurate with the qualifications and experience outlined below.
In Australia:
AQF Certificate II or III (ANZSCO Skill Level 4)

In New Zealand:
NZQF Level 2 or 3 qualification (ANZSCO Skill Level 4)

At least one year of relevant experience may substitute for the formal qualifications listed above. In some instances relevant experience and/or on-the-job training may be required in addition to the formal qualification.
Tasks Include:

studying product specifications and taking measurements to determine conformity to specifications 
examining and marking output for visible defects such as cracks, holes and breakages 
making minor repairs and adjustments to products 
compiling quality assurance reports, maintaining documentation and reporting findings 
examining products for defects and grading produce 
designating grading of produce and recording details of assessments according to classification system 
collecting and labelling samples for inspection 
recording details of sampling procedures and sources of samples 
preparing samples and carrying out prescribed tests

Occupations:
839311 Product Examiner 
839312 Product Grader 
839313 Product Tester
"
https://www.abs.gov.au/ausstats/abs@.nsf/Latestproducts/462FEEDCE6B06A59CA2584A8000E7989?opendocument,"UNIT GROUP 8394 TIMBER AND WOOD PROCESS WORKERS
","
TIMBER AND WOOD PROCESS WORKERS perform routine tasks in paper and pulp mills, sawmills, timber yards, and wood processing and timber products factories.
Indicative Skill Level:
Most occupations in this unit group have a level of skill commensurate with the qualifications outlined below.
In Australia:
AQF Certificate I, or compulsory secondary education (ANZSCO Skill Level 5)

In New Zealand:
NZQF Level 2 or 3 qualification, or at least one year of relevant experience (ANZSCO Skill Level 4)

For some occupations a short period of on-the-job training may be required in addition to or instead of the formal qualification. 
Tasks Include:

rolling logs from trucks and conveyors to log decks, saw carriages and stacking bays 
placing logs and wood billets onto conveyors and lathes for processing into chips, veneers and pulp 
sorting and stacking timber during milling 
placing timber for processing by machines and unloading cut timber from tail end of machines 
assisting with setting up and operating plant and ancillary equipment used in the manufacture of sheets and boards 
transporting processed wood products, such as plywood, chipboard sheets and panels, to work areas 
clearing blockages in machines 
assisting with measuring and cutting materials 
packing and loading finished products for transportation 
cleaning work areas, tools and equipment

Occupations:
839411 Paper and Pulp Mill Worker 
839412 Sawmill or Timber Yard Worker 
839413 Wood and Wood Products Factory Worker
"
https://www.abs.gov.au/ausstats/abs@.nsf/Latestproducts/BD9E85EE75C1D3BCCA2584A8000E78E0?opendocument,"UNIT GROUP 8399 OTHER FACTORY PROCESS WORKERS
","
This unit group covers Factory Process Workers not elsewhere classified.
It includes Cement and Concrete Plant Workers, Chemical Plant Workers, Clay Processing Factory Workers, Fabric and Textile Factory Workers, Footwear Factory Workers, Glass Processing Workers, Hide and Skin Processing Workers and Recycling Workers.
Indicative Skill Level:
Most occupations in this unit group have a level of skill commensurate with the qualifications outlined below.
In Australia:
AQF Certificate I, or compulsory secondary education (ANZSCO Skill Level 5)

In New Zealand:
NZQF Level 2 or 3 qualification, or at least one year of relevant experience (ANZSCO Skill Level 4)

For some occupations a short period of on-the-job training may be required in addition to or instead of the formal qualification. 
Occupations:
839911 Cement and Concrete Plant Worker 
839912 Chemical Plant Worker 
839913 Clay Processing Factory Worker 
839914 Fabric and Textile Factory Worker 
839915 Footwear Factory Worker 
839916 Glass Processing Worker 
839917 Hide and Skin Processing Worker 
839918 Recycling Worker
839999 Factory Process Workers nec
"
https://www.abs.gov.au/ausstats/abs@.nsf/Latestproducts/6529A6A10908AFBECA2584A8000E7933?opendocument,"SUB-MAJOR GROUP 84 FARM, FORESTRY AND GARDEN WORKERS
","
FARM, FORESTRY AND GARDEN WORKERS perform a variety of routine tasks in cultivating and harvesting crops, plants and forests, breeding and raising of livestock and aquatic stock, and the management of pests and weeds.
Indicative Skill Level:
Most occupations in this sub-major group have a level of skill commensurate with the qualifications and experience outlined below.
In Australia:
AQF Certificate II or III, or at least one year of relevant experience (ANZSCO Skill Level 4); or 

AQF Certificate I, or compulsory secondary education (ANZSCO Skill Level 5)

In New Zealand:
NZQF Level 2 or 3 qualification, or at least one year of relevant experience (ANZSCO Skill Level 4); or 

NZQF Level 1 qualification, or compulsory secondary education (ANZSCO Skill Level 5)

In some instances relevant experience and/or on-the-job training may be required in addition to the formal qualification. In the case of some Skill Level 5 occupations, a short period of on-the-job training may be required in addition to or instead of the formal qualification, or no formal qualification or on-the-job training may be required.
Tasks Include:

planting and propagating trees, seeds, seedlings, bulbs and vines 
pruning and thinning crops, vines and trees 
monitoring the condition of crops and livestock and ensuring that they have adequate water and feed 
harvesting, sorting and packing produce into containers 
mustering and droving livestock 
cultivating and maintaining natural and plantation forests and felling trees 
managing and controlling pests and weeds species by applying chemicals and trapping and shooting animals
"
https://www.abs.gov.au/ausstats/abs@.nsf/Latestproducts/C309E4F6B2A0B386CA2584A8000E7934?opendocument,"MINOR GROUP 841 FARM, FORESTRY AND GARDEN WORKERS
","
FARM, FORESTRY AND GARDEN WORKERS perform a variety of routine tasks in cultivating and harvesting crops, plants and forests, breeding and raising of livestock and aquatic stock, and the management of pests and weeds.
Indicative Skill Level:
Most occupations in this minor group have a level of skill commensurate with the qualifications and experience outlined below.
In Australia:
AQF Certificate II or III, or at least one year of relevant experience (ANZSCO Skill Level 4); or 

AQF Certificate I, or compulsory secondary education (ANZSCO Skill Level 5)

In New Zealand:
NZQF Level 2 or 3 qualification, or at least one year of relevant experience (ANZSCO Skill Level 4); or 

NZQF Level 1 qualification, or compulsory secondary education (ANZSCO Skill Level 5)

In some instances relevant experience and/or on-the-job training may be required in addition to the formal qualification. In the case of some Skill Level 5 occupations, a short period of on-the-job training may be required in addition to or instead of the formal qualification, or no formal qualification or on-the-job training may be required.
Tasks Include:

planting and propagating trees, seeds, seedlings, bulbs and vines 
pruning and thinning crops, vines and trees 
monitoring the condition of crops and livestock and ensuring that they have adequate water and feed 
harvesting, sorting and packing produce into containers 
mustering and droving livestock 
cultivating and maintaining natural and plantation forests and felling trees 
managing and controlling pests and weeds species by applying chemicals and trapping and shooting animals
"
https://www.abs.gov.au/ausstats/abs@.nsf/Latestproducts/EBA97F5E8B912D61CA2584A8000E7A2A?opendocument,"UNIT GROUP 8411 AQUACULTURE WORKERS
","
AQUACULTURE WORKERS perform routine tasks in breeding and raising fish and other aquatic stock.
Indicative Skill Level:
Most occupations in this unit group have a level of skill commensurate with the qualifications outlined below.
In Australia:
AQF Certificate I, or compulsory secondary education (ANZSCO Skill Level 5)

In New Zealand:
NZQF Level 1 qualification, or compulsory secondary education (ANZSCO Skill Level 5)

For some occupations a short period of on-the-job training may be required in addition to or instead of the formal qualification. In some instances no formal qualification or on-the-job training may be required.
Tasks Include:

feeding and grading fish, and monitoring their growth 
assisting with farm layout and constructing nets, long-lines and cages 
checking and looking after equipment and fish housing 
operating pumps and other equipment 
testing and checking on water quality 
removing dead and dying fish 
operating lifting equipment such as forklifts and small cranes 
harvesting fish, and sorting and packing for transportation 
restocking pens, pools, tanks, ponds, rivers and dams with juvenile fish 
collecting and recording growth, production and water quality data

Occupation:
841111 Aquaculture Worker
"
https://www.abs.gov.au/ausstats/abs@.nsf/Latestproducts/838CD8567047E912CA2584A8000E7935?opendocument,"UNIT GROUP 8412 CROP FARM WORKERS
","
CROP FARM WORKERS perform routine tasks in producing crops such as fruit, nuts, grains, vegetables and mushrooms.
Indicative Skill Level:
Most occupations in this unit group have a level of skill commensurate with the qualifications outlined below.
In Australia:
AQF Certificate I, or compulsory secondary education (ANZSCO Skill Level 5)

In New Zealand:
NZQF Level 1 qualification, or compulsory secondary education (ANZSCO Skill Level 5)

For some occupations a short period of on-the-job training may be required in addition to or instead of the formal qualification. In some instances no formal qualification or on-the-job training may be required.
Tasks Include:

planting trees, seeds, seedlings, roots, bulbs, vines and other plants using hand tools and farm machines 
building trellises for climbing vegetables and vines 
operating farm machines to cultivate, fertilise, spray and harvest fruit, nuts, grains and vegetables 
spraying trees, vines and other plants with chemicals to control weed growth, insects, fungus growth and diseases 
thinning, weeding and hoeing row crops, and pruning trees and vines 
irrigating land for crop growth 
selecting and picking fruit, nuts, grains, vegetables and mushrooms according to size and ripeness, and discarding rotting and over-ripened produce 
grading, sorting, bunching and packing produce into containers 
loading filled fruit, nut, grain and vegetable containers onto trucks

Occupations:
841211 Fruit or Nut Farm Worker 
841212 Fruit or Nut Picker 
841213 Grain, Oilseed or Pasture Farm Worker (Aus) / Field Crop Farm Worker (NZ) 
841214 Vegetable Farm Worker (Aus) / Market Garden Worker (NZ) 
841215 Vegetable Picker 
841216 Vineyard Worker 
841217 Mushroom Picker
841299 Crop Farm Workers nec
"
https://www.abs.gov.au/ausstats/abs@.nsf/Latestproducts/AE94668BBAC98A0DCA2584A8000E79DB?opendocument,"UNIT GROUP 8413 FORESTRY AND LOGGING WORKERS
","
FORESTRY AND LOGGING WORKERS perform routine tasks associated in cultivating and maintaining natural and plantation forests, and logging, felling and sawing trees.
Tree Surgeons are excluded from this unit group. Tree Surgeons are included in Unit Group 3622 Gardeners, in Occupation 362212 Arborist.
Indicative Skill Level:
Most occupations in this unit group have a level of skill commensurate with the qualifications and experience outlined below.
In Australia:
AQF Certificate II or III (ANZSCO Skill Level 4)

In New Zealand:
NZQF Level 2 or 3 qualification (ANZSCO Skill Level 4)

At least one year of relevant experience may substitute for the formal qualifications listed above. In some instances relevant experience and/or on-the-job training may be required in addition to the formal qualification.
Registration or licensing may be required.
Tasks Include:

maintaining forest roads, buildings, facilities, signs and equipment 
killing weeds, felling and de-barking non-productive trees and thinning young plantations 
collecting seeds, and cultivating and planting seedlings for reafforestation purposes 
applying fertilisers, insecticides and herbicides to individual trees and general forest areas 
maintaining look-out for fires in forests 
removing major branches and tree tops, trimming branches and sawing trunks into logs 
assisting with loading and transporting logs 
planning the felling of trees and determining the natural and intended fall of each tree 
clearing surrounding area of saplings and debris prior to tree-felling 
operating and maintaining manual and machine saws to fell trees and to cut felled trees into logs

Occupations:
841311 Forestry Worker 
841312 Logging Assistant 
841313 Tree Faller
"
https://www.abs.gov.au/ausstats/abs@.nsf/Latestproducts/2F3608ECC8F7D8FDCA2584A8000E7A26?opendocument,"UNIT GROUP 8414 GARDEN AND NURSERY LABOURERS
","
GARDEN AND NURSERY LABOURERS perform a variety of routine tasks in propagating, cultivating and maintaining plants in gardens and horticultural nurseries.
Indicative Skill Level:
Most occupations in this unit group have a level of skill commensurate with the qualifications outlined below.
In Australia:
AQF Certificate I, or compulsory secondary education (ANZSCO Skill Level 5)

In New Zealand:
NZQF Level 1 qualification, or compulsory secondary education (ANZSCO Skill Level 5)

For some occupations a short period of on-the-job training may be required in addition to or instead of the formal qualification. In some instances no formal qualification or on-the-job training may be required.
Tasks Include:

loading, unloading and moving garden supplies and equipment 
preparing garden sites and plots using hand tools and machines 
assisting with planting and transplanting flowers, shrubs, trees and lawns 
maintaining gardens by watering, weeding and mowing lawns 
cleaning gardens and removing rubbish 
assisting with propagating, planting and potting seeds, bulbs and cuttings 
tending plants by hand watering and weeding 
adjusting mist irrigation systems, shade and ventilation 
harvesting and packaging plants for sale and transport

Occupations:
841411 Garden Labourer 
841412 Horticultural Nursery Assistant
"
https://www.abs.gov.au/ausstats/abs@.nsf/Latestproducts/C610FD6F8E2312D5CA2584A8000E7A23?opendocument,"UNIT GROUP 8415 LIVESTOCK FARM WORKERS
","
LIVESTOCK FARM WORKERS perform routine tasks in livestock, egg and wool production.
Indicative Skill Level:
Most occupations in this unit group have a level of skill commensurate with the qualifications outlined below.
In Australia:
AQF Certificate I, or compulsory secondary education (ANZSCO Skill Level 5)

In New Zealand:
NZQF Level 1 qualification, or compulsory secondary education (ANZSCO Skill Level 5)

For some occupations a short period of on-the-job training may be required in addition to or instead of the formal qualification. In some instances no formal qualification or on-the-job training may be required.
Tasks Include:

patrolling, inspecting and reporting on the condition of livestock 
providing livestock with feed and water 
assisting with maintaining the health and welfare of livestock 
mustering and droving livestock to milking and shearing sheds and between paddocks to ensure sufficient feed is available 
washing and cleaning udders, and attaching milking machines to udders and milking cows 
collecting eggs and placing in incubators 
herding sheep for shearing and keeping mobs separate during shearing 
spreading fleeces on skirting tables for classing, pressing wool and branding bales 
exercising horses by walking, riding, leading and swimming, and attending to horses at track work, barrier trials and races 
cleaning stables and hatcheries, storing bedding and performing minor repairs on fixtures, buildings and fences 
assembling, preparing and storing horse gear

Occupations:
841511 Beef Cattle Farm Worker 
841512 Dairy Cattle Farm Worker 
841513 Mixed Livestock Farm Worker 
841514 Poultry Farm Worker 
841515 Sheep Farm Worker 
841516 Stablehand 
841517 Wool Handler 
841599 Livestock Farm Workers nec
"
https://www.abs.gov.au/ausstats/abs@.nsf/Latestproducts/4F61F5E2DD5846C9CA2584A8000E79BF?opendocument,"UNIT GROUP 8416 MIXED CROP AND LIVESTOCK FARM WORKERS
","
MIXED CROP AND LIVESTOCK FARM WORKERS perform routine tasks in crop cultivation and animal production.
Indicative Skill Level:
Most occupations in this unit group have a level of skill commensurate with the qualifications outlined below.
In Australia:
AQF Certificate I, or compulsory secondary education (ANZSCO Skill Level 5)

In New Zealand:
NZQF Level 1 qualification, or compulsory secondary education (ANZSCO Skill Level 5)

For some occupations a short period of on-the-job training may be required in addition to or instead of the formal qualification. In some instances no formal qualification or on-the-job training may be required.
Tasks Include:

patrolling, inspecting and reporting on the condition of crops and livestock 
operating farm machines to cultivate, plant, fertilise, spray and harvest field crops 
maintaining and repairing buildings, machines, fences, plant and water systems 
loading and unloading seed grain, fertilisers and livestock feed, and loading field crops into transporters for marketing 
irrigating land for crop growth 
providing livestock with feed and water 
assisting with maintaining the health and welfare of livestock 
mustering and droving livestock to milking and shearing sheds and between paddocks to ensure sufficient feed is available

Occupation:
841611 Mixed Crop and Livestock Farm Worker
"
https://www.abs.gov.au/ausstats/abs@.nsf/Latestproducts/AD58A785F5CF8FA9CA2584A8000E7939?opendocument,"UNIT GROUP 8419 OTHER FARM, FORESTRY AND GARDEN WORKERS
","
This unit group covers Farm, Forestry and Garden Workers not elsewhere classified.
It includes Hunter-Trappers and Pest Controllers.
Indicative Skill Level:
Most occupations in this unit group have a level of skill commensurate with the qualifications outlined below.
In Australia:
AQF Certificate I, or compulsory secondary education (ANZSCO Skill Level 5)

In New Zealand:
NZQF Level 1 qualification, or compulsory secondary education (ANZSCO Skill Level 5)

For some occupations a short period of on-the-job training may be required in addition to or instead of the formal qualification. In some instances no formal qualification or on-the-job training may be required.

The occupation Pest Controller has a level of skill commensurate with the qualifications and experience outlined below.
In Australia:
AQF Certificate II or III (ANZSCO Skill Level 4)

In New Zealand:
NZQF Level 2 or 3 qualification (ANZSCO Skill Level 4)

At least one year of relevant experience may substitute for the formal qualifications listed above. In some instances relevant experience and/or on-the-job training may be required in addition to the formal qualification.
Registration or licensing may be required.
Occupations:
841911 Hunter-Trapper 
841913 Pest Controller 
841999 Farm, Forestry and Garden Workers nec
"
